iter	Passed	Remaining
194	2873	11863
195	2885	11835
196	2896	11804
197	2914	11803
198	2927	11782
199	2936	11747
200	2951	11733
201	2962	11701
202	2974	11676
203	2986	11654
204	2994	11612
205	3003	11575
206	3012	11539
207	3021	11505
208	3028	11460
209	3038	11429
210	3050	11406
211	3064	11389
212	3076	11366
213	3087	11340
214	3099	11318
215	3113	11301
216	3121	11264
217	3131	11232
218	3140	11200
219	3152	11178
220	3168	11168
221	3176	11133
222	3187	11104
223	3198	11080
224	3210	11059
225	3220	11028
226	3233	11009
227	3244	10984
228	3250	10944
229	3268	10943
230	3280	10922
231	3296	10910
232	3311	10901
233	3321	10871
234	3330	10841
235	3339	10810
236	3347	10776
237	3356	10747
238	3365	10715
239	3371	10676
240	3380	10647
241	3390	10618
242	3400	10593
243	3406	10554
244	3420	10541
245	3429	10510
246	3441	10491
247	3454	10474
248	3463	10444
249	3470	10412
250	3478	10380
251	3494	10373
252	3499	10332
253	3508	10303
254	3514	10268
255	3523	10241
256	3535	10221
257	3546	10198
258	3558	10181
259	3572	10167
260	3581	10139
261	3590	10112
262	3599	10087
263	3608	10059
264	3615	10027
265	3631	10021
266	3640	9995
267	3647	9962
268	3660	9947
269	3674	9935
270	3682	9906
271	3693	9886
272	3713	9888
273	3723	9865
274	3735	9847
275	3745	9824
276	3770	9841
277	3779	9814
278	3788	9790
279	3796	9763
280	3805	9736
281	3814	9711
282	3822	9684
283	3830	9658
284	3838	9630
285	3848	9607
286	3855	9579
287	3863	9551
288	3870	9521
289	3878	9496
290	3886	9469
291	3896	9448
292	3909	9432
293	3917	9407
294	3927	9387
295	3940	9371
296	3949	9347
297	3959	9327
298	3968	9304
299	3978	9283
300	3987	9260
301	3999	9243
302	4009	9222
303	4020	9204
304	4030	9185
305	4039	9160
306	4047	9136
307	4056	9113
308	4065	9090
309	4072	9065
310	4081	9041
311	4091	9023
312	4099	8997
313	4106	8971
314	4117	8954
315	4130	8939
316	4141	8922
317	4150	8901
318	4157	8874
319	4167	8856
320	4178	8838
321	4188	8818
322	4198	8800
323	4206	8776
324	4222	8768
325	4234	8755
326	4247	8741
327	4255	8717
328	4267	8703
329	4271	8671
330	4274	8639
331	4277	8607
332	4283	8580
333	4286	8548
334	4290	8516
335	4294	8485
336	4297	8455
337	4302	8427
338	4309	8402
339	4317	8381
340	4324	8356
341	4328	8327
342	4331	8297
343	4335	8267
344	4339	8238
345	4347	8217
346	4354	8195
347	4358	8166
348	4362	8136
349	4365	8107
350	4373	8086
351	4379	8062
352	4382	8033
353	4386	8004
354	4394	7984
355	4398	7957
356	4401	7928
357	4405	7899
358	4410	7875
359	4414	7847
360	4418	7821
361	4426	7802
362	4430	7775
363	4434	7748
364	4438	7722
365	4442	7694
366	4447	7671
367	4451	7645
368	4456	7620
369	4460	7594
370	4464	7568
371	4468	7543
372	4471	7517
373	4476	7492
374	4480	7466
375	4483	7440
376	4491	7422
377	4497	7400
378	4500	7373
379	4503	7348
380	4511	7329
381	4515	7304
382	4518	7279
383	4521	7252
384	4525	7228
385	4537	7217
386	4540	7192
387	4544	7168
388	4547	7143
389	4552	7120
390	4555	7095
391	4559	7071
392	4562	7047
393	4571	7030
394	4575	7007
395	4579	6984
396	4582	6960
397	4585	6936
398	4589	6912
399	4597	6896
400	4603	6877
401	4614	6864
402	4618	6841
403	4624	6822
404	4627	6798
405	4632	6778
406	4641	6763
407	4650	6747
408	4654	6725
409	4657	6702
410	4660	6679
411	4664	6657
412	4668	6636
413	4672	6613
414	4675	6591
415	4683	6574
416	4686	6551
417	4694	6535
418	4697	6513
419	4703	6494
420	4706	6472
421	4708	6449
422	4714	6431
423	4721	6413
424	4724	6392
425	4728	6371
426	4732	6350
427	4741	6336
428	4745	6316
429	4747	6293
430	4750	6272
431	4755	6252
432	4759	6232
433	4763	6212
434	4766	6191
435	4769	6170
436	4773	6149
437	4783	6137
438	4789	6120
439	4798	6107
440	4806	6092
441	4810	6072
442	4813	6052
443	4816	6031
444	4819	6011
445	4825	5993
446	4828	5973
447	4832	5953
448	4839	5939
449	4846	5923
450	4853	5908
451	4860	5892
452	4865	5875
453	4869	5856
454	4873	5837
455	4877	5818
456	4880	5799
457	4884	5780
458	4887	5760
459	4889	5740
460	4893	5721
461	4897	5703
462	4901	5684
463	4904	5666
464	4908	5647
465	4916	5633
466	4919	5614
467	4924	5597
468	4927	5579
469	4931	5561
470	4934	5542
471	4941	5527
472	4943	5508
473	4947	5490
474	4951	5472
475	4954	5454
476	4958	5436
477	4964	5421
478	4968	5403
479	4973	5387
480	4978	5372
481	4986	5359
482	4991	5342
483	5000	5331
484	5005	5315
485	5011	5300
486	5015	5282
487	5018	5265
488	5022	5248
489	5028	5234
490	5037	5222
491	5041	5205
492	5044	5187
493	5052	5175
494	5056	5158
495	5059	5141
496	5063	5124
497	5069	5110
498	5078	5099
499	5087	5087
500	5090	5070
501	5096	5056
502	5104	5044
503	5111	5030
504	5117	5015
505	5121	4999
506	5124	4982
507	5130	4969
508	5139	4957
509	5142	4940
510	5145	4924
511	5149	4907
512	5152	4891
513	5156	4875
514	5161	4861
515	5166	4846
516	5170	4830
517	5174	4814
518	5181	4801
519	5184	4785
520	5189	4771
521	5198	4760
522	5207	4749
523	5211	4733
524	5214	4717
525	5221	4705
526	5229	4693
527	5233	4678
528	5236	4662
529	5239	4646
530	5244	4632
531	5247	4616
532	5253	4603
533	5260	4590
534	5266	4577
535	5272	4564
536	5277	4550
537	5280	4534
538	5283	4518
539	5289	4505
540	5292	4490
541	5296	4475
542	5300	4460
543	5303	4445
544	5308	4432
545	5313	4417
546	5319	4405
547	5322	4390
548	5327	4376
549	5330	4361
550	5334	4346
551	5337	4331
552	5340	4317
553	5343	4301
554	5349	4288
555	5357	4278
556	5360	4263
557	5369	4253
558	5372	4238
559	5376	4224
560	5384	4213
561	5388	4199
562	5394	4187
563	5402	4176
564	5409	4165
565	5413	4150
566	5416	4136
567	5420	4122
568	5423	4107
569	5431	4097
570	5436	4084
571	5440	4070
572	5443	4056
573	5446	4042
574	5451	4029
575	5455	4016
576	5459	4002
577	5467	3991
578	5474	3980
579	5478	3966
580	5485	3955
581	5489	3942
582	5491	3928
583	5496	3915
584	5504	3904
585	5508	3891
586	5518	3882
587	5526	3872
588	5542	3867
589	5555	3860
590	5572	3856
591	5580	3845
592	5587	3835
593	5598	3826
594	5605	3815
595	5613	3805
596	5621	3795
597	5626	3782
598	5629	3768
599	5633	3755
600	5638	3743
601	5648	3734
602	5654	3722
603	5666	3715
604	5679	3707
605	5686	3696
606	5693	3686
607	5702	3676
608	5709	3665
609	5712	3652
610	5716	3639
611	5723	3628
612	5732	3619
613	5743	3610
614	5752	3601
615	5762	3592
616	5770	3582
617	5777	3571
618	5787	3562
619	5796	3552
620	5802	3541
621	5813	3532
622	5823	3524
623	5836	3516
624	5849	3509
625	5859	3500
626	5867	3490
627	5871	3478
628	5876	3466
629	5881	3454
630	5884	3441
631	5888	3428
632	5892	3416
633	5896	3404
634	5905	3394
635	5915	3385
636	5919	3373
637	5922	3360
638	5925	3347
639	5930	3336
640	5935	3324
641	5938	3311
642	5941	3298
643	5946	3286
644	5949	3274
645	5954	3262
646	5958	3250
647	5962	3238
648	5966	3226
649	5970	3215
650	5974	3202
651	5978	3190
652	5982	3179
653	5986	3167
654	5989	3154
655	5993	3143
656	5997	3130
657	6001	3119
658	6005	3107
659	6009	3095
660	6013	3084
661	6018	3072
662	6022	3060
663	6026	3049
664	6030	3037
665	6034	3026
666	6038	3014
667	6043	3003
668	6047	2991
669	6051	2980
670	6055	2968
671	6059	2957
672	6062	2945
673	6067	2934
674	6071	2923
675	6075	2911
676	6078	2899
677	6081	2888
678	6085	2877
679	6090	2866
680	6095	2855
681	6099	2844
682	6102	2832
683	6107	2821
684	6112	2810
685	6116	2799
686	6120	2788
687	6125	2777
688	6129	2766
689	6134	2756
690	6139	2745
691	6144	2734
692	6149	2724
693	6154	2713
694	6159	2702
695	6162	2691
696	6167	2681
697	6171	2670
698	6175	2659
699	6179	2648
700	6182	2636
701	6186	2626
702	6191	2615
703	6195	2604
704	6200	2594
705	6204	2583
706	6208	2573
707	6212	2562
708	6216	2551
709	6220	2540
710	6224	2530
711	6227	2518
712	6230	2507
713	6232	2496
714	6236	2485
715	6241	2475
716	6245	2465
717	6256	2457
718	6268	2449
719	6275	2440
720	6290	2434
721	6297	2424
722	6302	2414
723	6313	2406
724	6321	2397
725	6324	2386
726	6331	2377
727	6341	2369
728	6350	2360
729	6358	2351
730	6368	2343
731	6385	2338
732	6393	2328
733	6401	2319
734	6406	2309
735	6410	2299
736	6414	2289
737	6419	2278
738	6424	2268
739	6428	2258
740	6432	2248
741	6437	2238
742	6441	2228
743	6445	2217
744	6450	2207
745	6454	2197
746	6460	2187
747	6467	2179
748	6471	2168
749	6476	2158
750	6480	2148
751	6485	2138
752	6490	2128
753	6494	2118
754	6499	2108
755	6502	2098
756	6508	2089
757	6515	2080
758	6519	2070
759	6526	2060
760	6533	2051
761	6541	2043
762	6545	2033
763	6553	2024
764	6562	2016
765	6567	2006
766	6572	1996
767	6578	1987
768	6592	1980
769	6595	1970
770	6602	1960
771	6606	1951
772	6610	1941
773	6613	1931
774	6619	1921
775	6625	1912
776	6640	1905
777	6651	1898
778	6659	1889
779	6665	1880
780	6676	1872
781	6679	1861
782	6684	1852
783	6688	1842
784	6698	1834
785	6710	1827
786	6715	1817
787	6719	1807
788	6723	1798
789	6728	1788
790	6737	1780
791	6745	1771
792	6753	1762
793	6764	1755
794	6770	1745
795	6773	1736
796	6784	1728
797	6788	1718
798	6796	1709
799	6800	1700
800	6806	1690
801	6815	1682
802	6819	1673
803	6830	1665
804	6838	1656
805	6842	1646
806	6849	1638
807	6856	1629
808	6859	1619
809	6864	1610
810	6869	1600
811	6873	1591
812	6880	1582
813	6884	1573
814	6891	1564
815	6895	1554
816	6898	1545
817	6906	1536
818	6910	1527
819	6919	1518
820	6922	1509
821	6926	1499
822	6935	1491
823	6938	1482
824	6942	1472
825	6945	1463
826	6958	1455
827	6961	1446
828	6966	1436
829	6972	1428
830	6976	1418
831	6984	1410
832	6992	1401
833	6997	1392
834	7003	1383
835	7007	1374
836	7015	1366
837	7022	1357
838	7025	1348
839	7031	1339
840	7034	1329
841	7041	1321
842	7045	1312
843	7054	1303
844	7061	1295
845	7069	1286
846	7077	1278
847	7087	1270
848	7098	1262
849	7108	1254
850	7118	1246
851	7132	1239
852	7143	1230
853	7155	1223
854	7165	1215
855	7181	1208
856	7196	1200
857	7206	1192
858	7224	1185
859	7238	1178
860	7248	1170
861	7259	1162
862	7270	1154
863	7284	1146
864	7296	1138
865	7303	1130
866	7313	1121
867	7319	1113
868	7329	1104
869	7342	1097
870	7354	1089
871	7367	1081
872	7377	1073
873	7388	1065
874	7396	1056
875	7405	1048
876	7418	1040
877	7427	1032
878	7435	1023
879	7442	1014
880	7446	1005
881	7464	998
882	7480	991
883	7488	982
884	7491	973
885	7497	964
886	7505	956
887	7512	947
888	7520	938
889	7524	930
890	7528	921
891	7537	912
892	7544	903
893	7556	895
894	7560	887
895	7564	878
896	7573	869
897	7580	861
898	7584	852
899	7587	843
900	7595	834
901	7603	826
902	7608	817
903	7611	808
904	7621	800
905	7625	791
906	7632	782
907	7640	774
908	7646	765
909	7657	757
910	7665	748
911	7677	740
912	7682	732
913	7686	723
914	7691	714
915	7699	706
916	7706	697
917	7719	689
918	7733	681
919	7741	673
920	7750	664
921	7760	656
922	7771	648
923	7775	639
924	7782	631
925	7792	622
926	7797	614
927	7804	605
928	7814	597
929	7818	588
930	7826	580
931	7829	571
932	7838	562
933	7842	554
934	7851	545
935	7856	537
936	7859	528
937	7869	520
938	7873	511
939	7877	502
940	7880	494
941	7884	485
942	7889	476
943	7892	468
944	7896	459
945	7899	450
946	7904	442
947	7913	434
948	7917	425
949	7925	417
950	7929	408
951	7937	400
952	7942	391
953	7945	383
954	7953	374
955	7962	366
956	7965	357
957	7974	349
958	7977	341
959	7981	332
960	7988	324
961	7996	315
962	8008	307
963	8011	299
964	8018	290
965	8026	282
966	8035	274
967	8043	265
968	8050	257
969	8057	249
970	8060	240
971	8069	232
972	8074	224
973	8079	215
974	8089	207
975	8097	199
976	8101	190
977	8108	182
978	8116	174
979	8124	165
980	8128	157
981	8136	149
982	8141	140
983	8178	132
984	8183	124
985	8186	116
986	8194	107
987	8203	99
988	8210	91
989	8219	83
990	8227	74
991	8231	66
992	8240	58
993	8249	49
994	8256	41
995	8263	33
996	8268	24
997	8276	16
998	8281	8
999	8288	0
202	1335
938	20217	1313
939	20230	1291
940	20253	1269
941	20269	1248
942	20296	1226
943	20318	1205
944	20330	1183
945	20354	1161
946	20362	1139
947	20384	1118
948	20403	1096
949	20420	1074
950	20439	1053
951	20454	1031
952	20473	1009
953	20490	988
954	20507	966
955	20528	944
956	20545	923
957	20563	901
958	20590	880
959	20611	858
960	20629	837
961	20652	815
962	20668	794
963	20687	772
964	20705	750
965	20718	729
966	20743	707
967	20760	686
968	20776	664
969	20808	643
970	20828	622
971	20841	600
972	20876	579
973	20898	557
974	20916	536
975	20939	514
976	20956	493
977	20975	471
978	20986	450
979	21000	428
980	21021	407
981	21042	385
982	21062	364
983	21085	342
984	21119	321
985	21141	300
986	21168	278
987	21192	257
988	21221	236
989	21237	214
990	21279	193
991	21298	171
992	21307	150
993	21332	128
994	21343	107
995	21365	85
996	21389	64
997	21410	42
998	21427	21
999	21449	0
